,playerID,stint,2B,3B,A,AB,BB,CS,DP,E,GIDP,H,HBP,HR,IBB,InnOuts,PB,PO,R,RBI,SB,SF,SH,SO,WP,ZR,HOF
0,abercda01,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,addybo01,12.0,36.0,13.0,306.0,1231.0,20.0,17.0,21.0,207.0,0.0,341.0,0.0,1.0,0.0,7392.0,0.0,478.0,227.0,167.0,35.0,0.0,0.0,9.0,0.0,0.0,0.0
2,allisar01,19.0,19.0,8.0,47.0,741.0,5.0,3.0,15.0,95.0,4.0,188.0,0.0,1.0,0.0,4779.0,5.0,595.0,106.0,70.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0
3,armstbo01,1.0,2.0,1.0,2.0,49.0,0.0,1.0,0.0,7.0,0.0,11.0,0.0,0.0,0.0,345.0,0.0,29.0,9.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,barkeal01,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,barrebi01,5.0,1.0,0.0,1.0,13.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,96.0,4.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,barrofr01,2.0,2.0,1.0,1.0,86.0,0.0,0.0,0.0,7.0,0.0,13.0,0.0,0.0,0.0,453.0,0.0,30.0,13.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,bassjo01,4.0,2.0,10.0,61.0,100.0,3.0,1.0,3.0,32.0,0.0,29.0,0.0,3.0,0.0,654.0,3.0,47.0,19.0,19.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
8,bealsto01,14.0,15.0,16.0,182.0,539.0,8.0,1.0,26.0,83.0,3.0,131.0,0.0,0.0,0.0,3102.0,11.0,291.0,109.0,64.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0
9,beaveed01,4.0,2.0,0.0,36.0,58.0,1.0,0.0,4.0,26.0,0.0,15.0,0.0,0.0,0.0,369.0,0.0,26.0,13.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
10,bellast01,7.0,9.0,3.0,100.0,275.0,11.0,4.0,8.0,90.0,4.0,69.0,0.0,0.0,0.0,1560.0,0.0,98.0,52.0,43.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0
11,berkena01,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
12,berryto01,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,berthha01,3.0,1.0,1.0,10.0,73.0,4.0,1.0,1.0,15.0,0.0,17.0,0.0,0.0,0.0,489.0,1.0,45.0,17.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
14,biermch01,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,birdge01,1.0,2.0,5.0,2.0,106.0,3.0,0.0,0.0,11.0,3.0,28.0,0.0,0.0,0.0,687.0,0.0,32.0,19.0,13.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
16,birdsda01,5.0,6.0,3.0,22.0,239.0,7.0,2.0,1.0,28.0,1.0,63.0,0.0,0.0,0.0,1209.0,5.0,86.0,66.0,39.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0
17,brannmi01,2.0,0.0,0.0,5.0,23.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,108.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
18,burrohe01,4.0,2.0,3.0,13.0,70.0,2.0,0.0,0.0,18.0,0.0,16.0,0.0,1.0,0.0,432.0,0.0,26.0,12.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
19,careyto01,17.0,77.0,14.0,1565.0,2394.0,16.0,7.0,95.0,434.0,5.0,646.0,0.0,5.0,0.0,14304.0,0.0,714.0,405.0,270.0,27.0,0.0,0.0,61.0,0.0,0.0,0.0
20,carleji01,2.0,9.0,1.0,8.0,165.0,9.0,1.0,14.0,37.0,3.0,44.0,0.0,0.0,0.0,948.0,0.0,356.0,39.0,22.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
21,conefr01,1.0,3.0,1.0,2.0,77.0,8.0,1.0,0.0,7.0,1.0,20.0,0.0,0.0,0.0,507.0,0.0,39.0,17.0,16.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0
22,connone01,2.0,0.0,0.0,2.0,33.0,0.0,0.0,1.0,9.0,0.0,7.0,0.0,0.0,0.0,192.0,0.0,39.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,cravebi01,29.0,63.0,33.0,813.0,1567.0,27.0,15.0,111.0,342.0,10.0,455.0,0.0,2.0,0.0,9153.0,51.0,989.0,330.0,228.0,40.0,0.0,0.0,34.0,0.0,0.0,0.0
24,cuthbne01,15.0,74.0,17.0,63.0,2114.0,65.0,9.0,6.0,173.0,7.0,537.0,0.0,8.0,0.0,11991.0,14.0,820.0,453.0,182.0,70.0,0.0,0.0,35.0,0.0,0.0,0.0
25,deaneha01,4.0,8.0,2.0,11.0,225.0,6.0,1.0,2.0,21.0,1.0,54.0,0.0,0.0,0.0,1422.0,0.0,99.0,32.0,15.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0
26,donnepe01,2.0,1.0,1.0,1.0,34.0,1.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,180.0,0.0,6.0,7.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
27,duffyed01,2.0,5.0,0.0,90.0,121.0,3.0,4.0,5.0,45.0,0.0,28.0,0.0,0.0,0.0,672.0,0.0,42.0,30.0,15.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0
28,eggleda01,15.0,85.0,31.0,90.0,2544.0,49.0,22.0,19.0,148.0,3.0,697.0,0.0,0.0,0.0,15354.0,0.0,1209.0,491.0,242.0,46.0,0.0,0.0,162.0,0.0,0.0,0.0
29,ewellge01,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,fislewe01,15.0,72.0,14.0,388.0,1335.0,15.0,8.0,99.0,164.0,7.0,414.0,0.0,2.0,0.0,7137.0,0.0,1518.0,258.0,188.0,15.0,0.0,0.0,17.0,0.0,0.0,0.0
31,flynncl01,5.0,7.0,1.0,18.0,182.0,4.0,3.0,19.0,32.0,1.0,57.0,0.0,0.0,0.0,1023.0,0.0,310.0,47.0,29.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
32,foleyto01,3.0,3.0,1.0,3.0,84.0,3.0,4.0,0.0,20.0,0.0,22.0,0.0,0.0,0.0,507.0,9.0,33.0,18.0,13.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
33,foranji01,2.0,1.0,3.0,5.0,89.0,2.0,0.0,2.0,18.0,2.0,31.0,0.0,1.0,0.0,546.0,0.0,122.0,21.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
34,glennjo01,13.0,44.0,7.0,40.0,1372.0,35.0,7.0,59.0,175.0,9.0,366.0,0.0,1.0,0.0,8646.0,0.0,1693.0,235.0,157.0,16.0,0.0,0.0,33.0,0.0,0.0,0.0
35,goldswa01,7.0,3.0,0.0,87.0,184.0,4.0,0.0,8.0,66.0,1.0,34.0,0.0,0.0,0.0,1101.0,10.0,74.0,15.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
36,hallge01,9.0,68.0,54.0,37.0,1671.0,37.0,7.0,11.0,134.0,2.0,538.0,0.0,13.0,0.0,9939.0,0.0,764.0,377.0,252.0,20.0,0.0,0.0,29.0,0.0,0.0,0.0
37,halliji01,18.0,25.0,12.0,407.0,760.0,15.0,5.0,22.0,206.0,1.0,218.0,0.0,5.0,0.0,4608.0,0.0,232.0,142.0,83.0,5.0,0.0,0.0,18.0,0.0,0.0,0.0
38,hamra01,3.0,4.0,0.0,19.0,113.0,1.0,2.0,2.0,30.0,0.0,28.0,0.0,0.0,0.0,708.0,0.0,36.0,25.0,12.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0
39,hastisc01,27.0,44.0,8.0,207.0,1328.0,31.0,22.0,20.0,244.0,3.0,371.0,0.0,0.0,0.0,7815.0,224.0,863.0,264.0,139.0,43.0,0.0,0.0,43.0,0.0,0.0,0.0
40,heubege01,4.0,4.0,2.0,3.0,102.0,2.0,0.0,0.0,12.0,1.0,26.0,0.0,0.0,0.0,597.0,0.0,42.0,20.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
41,highadi01,33.0,85.0,15.0,289.0,1786.0,17.0,14.0,25.0,323.0,6.0,549.0,0.0,4.0,0.0,10356.0,152.0,1039.0,384.0,204.0,20.0,0.0,0.0,28.0,0.0,0.0,0.0
42,hodesch01,12.0,10.0,1.0,81.0,273.0,8.0,0.0,3.0,74.0,3.0,63.0,0.0,2.0,0.0,1710.0,36.0,137.0,57.0,42.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
43,jackssa01,6.0,5.0,3.0,45.0,88.0,1.0,1.0,1.0,26.0,1.0,19.0,0.0,0.0,0.0,483.0,0.0,43.0,17.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
44,johnsca01,2.0,1.0,0.0,23.0,67.0,0.0,0.0,3.0,22.0,0.0,15.0,0.0,0.0,0.0,405.0,0.0,35.0,10.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
45,kellybi01,1.0,1.0,1.0,1.0,67.0,6.0,0.0,1.0,7.0,0.0,15.0,0.0,0.0,0.0,486.0,0.0,34.0,16.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,kimbage01,4.0,1.0,0.0,55.0,131.0,3.0,1.0,4.0,44.0,2.0,25.0,0.0,0.0,0.0,852.0,0.0,71.0,18.0,9.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0
47,kingma01,5.0,1.0,0.0,21.0,112.0,8.0,0.0,0.0,18.0,0.0,21.0,0.0,2.0,0.0,588.0,13.0,41.0,23.0,17.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0
48,kingst01,2.0,18.0,6.0,11.0,272.0,2.0,4.0,1.0,32.0,1.0,96.0,0.0,0.0,0.0,1425.0,0.0,123.0,78.0,54.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0
49,kohlehe01,8.0,1.0,0.0,7.0,41.0,0.0,0.0,0.0,21.0,0.0,5.0,0.0,0.0,0.0,282.0,3.0,59.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
50,lennobi01,8.0,4.0,0.0,15.0,121.0,1.0,0.0,1.0,33.0,1.0,26.0,0.0,0.0,0.0,744.0,23.0,138.0,18.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,leonaan01,25.0,86.0,27.0,465.0,2394.0,29.0,28.0,53.0,283.0,11.0,715.0,0.0,4.0,0.0,13353.0,0.0,864.0,481.0,343.0,74.0,0.0,0.0,52.0,0.0,0.0,0.0
52,malonfe01,13.0,32.0,7.0,208.0,1052.0,32.0,5.0,25.0,206.0,5.0,288.0,0.0,1.0,0.0,5928.0,125.0,1091.0,200.0,157.0,21.0,0.0,0.0,19.0,0.0,0.0,0.0
53,mcatebu01,2.0,11.0,3.0,7.0,261.0,8.0,5.0,20.0,31.0,4.0,65.0,0.0,0.0,0.0,1383.0,0.0,529.0,64.0,25.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0
54,mcgeami01,33.0,56.0,13.0,1487.0,2481.0,26.0,24.0,102.0,460.0,0.0,684.0,0.0,0.0,0.0,14937.0,88.0,1292.0,484.0,236.0,66.0,0.0,0.0,60.0,0.0,0.0,0.0
55,millsch01,5.0,4.0,3.0,21.0,177.0,1.0,0.0,2.0,27.0,3.0,40.0,0.0,0.0,0.0,927.0,77.0,127.0,33.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
56,millsev01,7.0,62.0,21.0,47.0,1525.0,13.0,10.0,122.0,207.0,12.0,433.0,0.0,2.0,0.0,9078.0,0.0,3227.0,283.0,204.0,10.0,0.0,0.0,12.0,0.0,0.0,0.0
57,minched01,2.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,12.0,0.0,13.0,0.0,0.0,0.0,519.0,0.0,63.0,9.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
58,nortofr01,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59,patteda01,8.0,3.0,0.0,20.0,248.0,1.0,4.0,3.0,30.0,5.0,52.0,0.0,0.0,0.0,1410.0,0.0,100.0,42.0,22.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
60,phelpne01,8.0,1.0,0.0,4.0,46.0,1.0,0.0,2.0,7.0,0.0,5.0,0.0,0.0,0.0,348.0,7.0,23.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
61,pikeli01,26.0,120.0,53.0,339.0,1979.0,51.0,15.0,40.0,257.0,4.0,638.0,0.0,21.0,0.0,11574.0,0.0,823.0,434.0,332.0,50.0,0.0,0.0,57.0,0.0,0.0,0.0
62,prattto01,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,36.0,0.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,questjo01,24.0,78.0,17.0,1953.0,2295.0,104.0,0.0,232.0,425.0,0.0,499.0,3.0,1.0,0.0,15945.0,0.0,1678.0,300.0,161.0,5.0,0.0,0.0,161.0,0.0,0.0,0.0
64,quinnpa02,14.0,1.0,0.0,30.0,148.0,6.0,4.0,0.0,42.0,0.0,36.0,0.0,0.0,0.0,1029.0,47.0,129.0,26.0,9.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0
65,radcljo01,13.0,32.0,9.0,467.0,812.0,13.0,5.0,22.0,213.0,5.0,229.0,0.0,2.0,0.0,4176.0,0.0,237.0,198.0,113.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0
66,reachal01,8.0,15.0,7.0,108.0,393.0,9.0,2.0,18.0,52.0,0.0,97.0,0.0,0.0,0.0,2163.0,0.0,218.0,89.0,56.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0
67,sagerpo01,2.0,0.0,0.0,13.0,39.0,2.0,1.0,0.0,12.0,1.0,11.0,0.0,0.0,0.0,186.0,0.0,9.0,9.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0
68,schafha01,15.0,64.0,15.0,715.0,1655.0,12.0,17.0,55.0,406.0,9.0,449.0,0.0,4.0,0.0,9789.0,0.0,617.0,339.0,215.0,35.0,0.0,0.0,45.0,0.0,0.0,0.0
69,senseco01,5.0,6.0,2.0,3.0,234.0,0.0,6.0,1.0,23.0,0.0,70.0,0.0,0.0,0.0,1278.0,0.0,94.0,55.0,34.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0
70,simmojo01,6.0,12.0,2.0,7.0,272.0,2.0,3.0,11.0,21.0,3.0,60.0,0.0,0.0,0.0,1422.0,0.0,229.0,45.0,30.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0
71,smithch01,2.0,2.0,1.0,31.0,72.0,1.0,0.0,3.0,28.0,0.0,19.0,0.0,0.0,0.0,396.0,0.0,33.0,15.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0
72,startjo01,19.0,148.0,67.0,229.0,4743.0,164.0,9.0,449.0,433.0,2.0,1417.0,0.0,15.0,0.0,28818.0,0.0,11197.0,852.0,544.0,18.0,0.0,0.0,109.0,0.0,0.0,0.0
73,stirega01,1.0,4.0,6.0,3.0,110.0,7.0,0.0,0.0,7.0,2.0,30.0,0.0,2.0,0.0,678.0,0.0,33.0,23.0,24.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0
74,sweasch01,12.0,11.0,2.0,494.0,670.0,17.0,4.0,65.0,181.0,1.0,130.0,0.0,0.0,0.0,4545.0,0.0,448.0,67.0,39.0,3.0,0.0,0.0,30.0,0.0,0.0,0.0
75,treacfr01,8.0,37.0,14.0,48.0,1232.0,18.0,20.0,12.0,145.0,8.0,301.0,0.0,7.0,0.0,7449.0,0.0,656.0,238.0,142.0,35.0,0.0,0.0,36.0,0.0,0.0,0.0
76,waterfr01,8.0,9.0,7.0,136.0,303.0,11.0,4.0,10.0,98.0,1.0,101.0,0.0,0.0,0.0,1569.0,35.0,106.0,81.0,38.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0
77,whiteel01,2.0,2.0,0.0,4.0,70.0,1.0,1.0,0.0,7.0,1.0,18.0,0.0,0.0,0.0,405.0,6.0,22.0,13.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
78,whitewa01,14.0,13.0,4.0,506.0,723.0,2.0,11.0,20.0,246.0,3.0,184.0,0.0,0.0,0.0,4668.0,4.0,330.0,96.0,64.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0
79,woodji01,5.0,33.0,12.0,274.0,488.0,25.0,5.0,42.0,93.0,2.0,162.0,0.0,3.0,0.0,2787.0,0.0,352.0,162.0,82.0,28.0,0.0,0.0,6.0,0.0,0.0,0.0
80,yorkto01,15.0,218.0,89.0,130.0,4005.0,198.0,7.0,23.0,291.0,2.0,1095.0,10.0,14.0,0.0,25971.0,0.0,1952.0,743.0,502.0,20.0,0.0,0.0,202.0,0.0,0.0,0.0
81,allenha01,3.0,3.0,0.0,40.0,70.0,0.0,0.0,3.0,17.0,0.0,19.0,0.0,0.0,0.0,462.0,0.0,22.0,9.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
82,allisan01,2.0,2.0,0.0,2.0,92.0,1.0,0.0,6.0,19.0,0.0,15.0,0.0,0.0,0.0,594.0,0.0,224.0,9.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
83,allisbi01,3.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,156.0,0.0,27.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
84,arnolbi01,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85,barloto01,10.0,6.0,3.0,243.0,604.0,10.0,13.0,8.0,159.0,2.0,175.0,0.0,1.0,0.0,3471.0,70.0,319.0,120.0,32.0,27.0,0.0,0.0,5.0,0.0,0.0,0.0
86,barre01,1.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,243.0,0.0,21.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
87,besti01,2.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,120.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,bielaos01,6.0,7.0,2.0,33.0,746.0,10.0,9.0,4.0,88.0,2.0,179.0,0.0,0.0,0.0,4788.0,0.0,255.0,117.0,52.0,9.0,0.0,0.0,18.0,0.0,0.0,0.0
89,brownol01,3.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,210.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
90,burdoja01,30.0,164.0,50.0,3583.0,4915.0,140.0,15.0,447.0,793.0,7.0,1231.0,10.0,18.0,0.0,31461.0,4.0,3299.0,778.0,501.0,59.0,0.0,0.0,367.0,0.0,0.0,0.0
91,clappjo01,31.0,92.0,35.0,591.0,2523.0,112.0,11.0,48.0,423.0,5.0,713.0,0.0,7.0,0.0,15681.0,393.0,2630.0,459.0,279.0,17.0,0.0,0.0,51.0,0.0,0.0,0.0
92,clarede01,2.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,51.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,coughde01,4.0,1.0,0.0,8.0,37.0,0.0,0.0,1.0,7.0,0.0,11.0,0.0,0.0,0.0,204.0,0.0,19.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,dehlmhe01,9.0,34.0,5.0,47.0,1219.0,48.0,11.0,103.0,230.0,2.0,262.0,0.0,0.0,0.0,8337.0,0.0,3750.0,226.0,85.0,34.0,0.0,0.0,67.0,0.0,0.0,0.0
95,doschhe01,10.0,14.0,0.0,210.0,436.0,2.0,1.0,12.0,86.0,2.0,98.0,0.0,0.0,0.0,2901.0,0.0,138.0,36.0,40.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0
96,doylejo01,2.0,1.0,0.0,22.0,41.0,0.0,0.0,0.0,21.0,0.0,11.0,0.0,0.0,0.0,225.0,0.0,16.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,fieldge01,3.0,3.0,1.0,25.0,86.0,0.0,0.0,0.0,26.0,1.0,19.0,0.0,0.0,0.0,432.0,0.0,22.0,17.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
98,fletcge01,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,63.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
99,galvijo01,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,hallji01,4.0,0.0,2.0,36.0,69.0,1.0,0.0,6.0,25.0,1.0,20.0,0.0,0.0,0.0,465.0,0.0,41.0,9.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
101,hicksna01,10.0,35.0,6.0,246.0,1142.0,25.0,3.0,24.0,355.0,12.0,301.0,0.0,1.0,0.0,6945.0,169.0,1284.0,172.0,116.0,9.0,0.0,0.0,23.0,0.0,0.0,0.0
102,higby01,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,holdsji01,16.0,38.0,22.0,434.0,1484.0,8.0,7.0,42.0,302.0,8.0,432.0,0.0,0.0,0.0,8676.0,0.0,572.0,221.0,138.0,8.0,0.0,0.0,20.0,0.0,0.0,0.0
104,holliho01,4.0,4.0,4.0,33.0,261.0,2.0,1.0,4.0,38.0,1.0,69.0,0.0,0.0,0.0,1566.0,0.0,130.0,45.0,33.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0
105,huntdi01,2.0,1.0,1.0,11.0,46.0,1.0,1.0,0.0,10.0,1.0,15.0,0.0,0.0,0.0,258.0,0.0,9.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,hurledi01,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
107,jewetna01,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,54.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,kavan01,2.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,126.0,0.0,36.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,kennejo01,2.0,0.0,0.0,4.0,19.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
110,leutz01,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,81.0,9.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,lowech01,1.0,0.0,0.0,19.0,31.0,0.0,0.0,1.0,9.0,0.0,5.0,0.0,0.0,0.0,210.0,0.0,24.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
112,martial01,4.0,0.0,0.0,23.0,73.0,0.0,0.0,2.0,26.0,1.0,12.0,0.0,0.0,0.0,426.0,0.0,33.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
113,mccarfr01,1.0,5.0,0.0,1.0,82.0,3.0,0.0,0.0,9.0,0.0,25.0,0.0,0.0,0.0,471.0,0.0,25.0,19.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
114,mcdonja01,6.0,3.0,1.0,2.0,66.0,0.0,0.0,0.0,11.0,1.0,16.0,0.0,0.0,0.0,399.0,0.0,18.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
115,millejo01,6.0,1.0,0.0,79.0,108.0,0.0,0.0,6.0,32.0,2.0,15.0,0.0,0.0,0.0,714.0,0.0,87.0,5.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
116,mulle01,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,murnati01,19.0,32.0,9.0,133.0,1632.0,60.0,14.0,90.0,274.0,1.0,426.0,0.0,5.0,0.0,9864.0,0.0,2780.0,336.0,130.0,39.0,0.0,0.0,54.0,0.0,0.0,0.0
118,nelsoca01,38.0,93.0,27.0,2087.0,3294.0,352.0,2.0,172.0,519.0,3.0,833.0,27.0,3.0,0.0,21564.0,0.0,1203.0,648.0,208.0,68.0,0.0,0.0,45.0,0.0,0.0,0.0
119,reachbo01,2.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,84.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,remseja01,14.0,69.0,39.0,88.0,2353.0,71.0,7.0,23.0,193.0,3.0,573.0,0.0,9.0,0.0,15441.0,0.0,1319.0,366.0,201.0,14.0,0.0,0.0,131.0,0.0,0.0,0.0
121,robinva01,1.0,0.0,0.0,1.0,30.0,1.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,183.0,0.0,5.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
122,rogerfr01,3.0,8.0,1.0,4.0,215.0,1.0,0.0,4.0,22.0,2.0,60.0,0.0,1.0,0.0,1311.0,0.0,132.0,41.0,31.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0
